canonical_path,source_zip,source_path,source_kit,sha256
references/source_sheets/kit_01_terrain_meadow_earth.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/01_terrain_meadow_earth.png,1,30bac50083bcecb12f7cd6e08a57ae2ba16e8d754010f3f66c74680d746d7c55
references/source_sheets/kit_02_terrain_paths_transitions.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/02_terrain_paths_transitions.png,2,ef212933b3304b95a192c244ecd6f4daf45090a745cad64a3bb42832fd2682cf
references/source_sheets/kit_03_trees_woodland.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/03_trees_woodland.png,3,7a7e4a82029891d4c85b7283e8b0e340a3ad83d57f71e3535e2d7f9d8f79d058
references/source_sheets/kit_04_plants_harvestables.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/04_plants_harvestables.png,4,2ed835f518f3c4ba80ca047b3e62981e8a6b3c7b643139ef022e0d7e1fa4890d
references/source_sheets/kit_05_buildings_village.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/05_buildings_village.png,5,03a31b3778c29ded72cf6031de073ed6c72ee30a876e773ca6aca15e05fcfbae
references/source_sheets/kit_06_world_props.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/06_world_props.png,6,7fdbaa5b55b262a8916d59b8cf39d3b3bcf556b7da7ed17aa48d2e1d7c1ff549
references/source_sheets/kit_07_playable_heroes.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/07_playable_heroes.png,7,806eb6c6bcd2ea3b08249159cca881adc824da618ed60d04dd5c7706542fa16e
references/source_sheets/kit_08_village_npcs.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/08_village_npcs.png,8,ffec9c7b46a89f607b5628bc6c5f6d6d5d06c86573c996b73c78d8a311c0fdb4
references/source_sheets/kit_09_field_monsters.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/09_field_monsters.png,9,832253da966742fcbe1600074a88ce360e99ce7a41e1f5d252f300e140b3ab58
references/source_sheets/kit_10_specialist_cards.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/10_specialist_cards.png,10,1a07a6a1e8f9b6d3454fa747c7cf3bb6b4e4371108c778fbbee52416bf08ae33
references/source_sheets/kit_01_animation/npc_blacksmith.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/npc_blacksmith.png,8,e8a0319bf476b9593a6d1f2d231f424f6e50837084ae0fee487640df858a71f7
references/source_sheets/kit_01_animation/npc_guard.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/npc_guard.png,8,7f6f4e9ec6ed07b4fbfa87eb90e87539267844e01f4a6e623525b7906778df22
references/source_sheets/kit_01_animation/npc_herbalist.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/npc_herbalist.png,8,0ddf2946de823b9e5ddd5a31a32ccaf4102f2cabe516013eeefbe09839dec763
references/source_sheets/kit_01_animation/npc_merchant.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/npc_merchant.png,8,e2949385f6a631466c6329ff0256f153193aa294b2bfc82f7c8f402035650741
references/source_sheets/kit_01_animation/npc_musician.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/npc_musician.png,8,1bc99bf9d9a0b171bc74a3948e202363cc9b08a6c890a3115d912d763b23cf07
references/source_sheets/kit_01_animation/npc_quest_giver.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/npc_quest_giver.png,8,1ce704dd80aa52faa0c8e1fc14f11660a639637ce554266aaf4ede2fc7b75f65
references/source_sheets/kit_01_animation/specialist_ember_knight.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/specialist_ember_knight.png,,4570c70f1ad96d2a11834483252dd88f5f644cb05a65706ca703117f265fae39
references/source_sheets/kit_01_animation/specialist_pumpkin_reaper.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/specialist_pumpkin_reaper.png,,dcbbdc4f9d943141175f1af9b415aeb45b20d3e9b0f59ad1ddfbadc6380d65db
references/source_sheets/kit_01_animation/specialist_starter_bow.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/specialist_starter_bow.png,,b58e369fe170f624cbed07893a69bc8fc61fb00eacd9686914ff739a546ff314
references/source_sheets/kit_01_animation/specialist_starter_mage.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/specialist_starter_mage.png,,32812db22f2cf9c23d20bcb1d32c75fb1a76e5181dde0cecb485d58046232504
references/source_sheets/kit_01_animation/specialist_starter_sword.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/animation/specialist_starter_sword.png,,e26fea37c5287d03a03c1d9ce80bf24e035798236960efad783de2b6b48a595d
references/source_sheets/base_female_unarmed_8f.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/characters/base_female_unarmed_8f.png,7,d4009d1a037700a4539fe8256b709731754d05aa1905827374cfb4c138b313b9
references/source_sheets/base_male_unarmed_8f.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/characters/base_male_unarmed_8f.png,7,56dd28ba0b3140878be5b515093cbefc9b50505852dcad75634947205a914cdc
characters/equipment/armor/armor_parts.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/equipment/armor_parts.png,7,05686ff7ace4799a052e4cf48e48f981aa33e14b2774b906c59e0ac752599b6c
characters/equipment/weapons/weapons_separate.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/equipment/weapons_separate.png,7,1080d27a8a941c5f1c6e0e201afd059768abe40dff287bdeb2c89b89249c96ba
references\kit_metadata\misc/kit00_manifest.json,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/manifest.json,,e68a540246b1c5411c6fd0038426a7325c72eeb52f4d2327d15cc3bf1603a85f
characters/specialists/skins/female.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/specialists/skins_female.png,10,4363eed101be90f94f450ed73a3b77feec32072dca01e237534a02b36aecdff9
characters/specialists/skins/male.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/specialists/skins_male.png,10,849d847452096e04a4583bfb796b535035414f1cf9feae212bc29a303f6b2ce4
combat/vfx/ambient.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/vfx/ambient.png,9,f2edac440f3218dffe31a857fc090a015d113a28247fac1b92e53db029ab6c4b
combat/vfx/combat.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/vfx/combat.png,9,cbeb02d646dd1ca244d3b792fd9786f79efdb5735c2bc491cdf73b3482a65e73
combat/vfx/specialist_advanced.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/vfx/specialist_advanced.png,9,6f159326c89dc5b6f1dcbb5d39bb34c21c545d2d44db6b193508aa89787449a1
combat/vfx/specialist_starters.png,BRAMBLE_10_Asset_Kits.zip,BRAMBLE_10_Asset_Kits/vfx/specialist_starters.png,9,8ed096149974318d4fa91f499accfee7441949c2d323c27c7ac5e6c55c15a204
monsters\moorling\directions/kit21_back.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/21_moorling_directions/back.png,21,01e350965c0083a82b5e19e2f7b83b4257ac0bff7e16f5695d6d04cd64037c1b
monsters\moorling\directions/kit21_front.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/21_moorling_directions/front.png,21,da015f1b69ce8ae5cacc4bee03080490cd7f282aa0d7c92c2cf3c0257886b91c
references/kit_metadata/kit_21/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/21_moorling_directions/kit.json,21,366cd9b5fb07cc7d31a33e5e758c7f54f273d17bc1cc7aa30c2aea4aba724073
monsters\moorling\directions/kit21_left.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/21_moorling_directions/left.png,21,3973b2ac3024244af6fa3d5883d86c99194021af56bad0e3944ea225a916e578
monsters\moorling/kit21_master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/21_moorling_directions/master.png,21,ba9b32728ec526a0637b32134a01e25b6909f2b90c0e304396f29ede619495c1
monsters\moorling\directions/kit21_right.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/21_moorling_directions/right.png,21,136b222007ea171914db85b4243ec037f34f68180f36bffe368fc2ec8c3eb431
monsters/ruins_wisp/directions/back.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/22_ruins_wisp_directions/back.png,22,0a843905af51c421363304f6746cbef83b1459a8b0e794eaaf62c350e0bf1308
monsters/ruins_wisp/directions/front.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/22_ruins_wisp_directions/front.png,22,385bd2901944106f8a31d494ff5d7ad28ff171e255bcdc1753cdf84c8a86715d
references/kit_metadata/kit_22/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/22_ruins_wisp_directions/kit.json,22,827f292a2f7ab301b86e2fa9c7e39672600c0098a06c7a502dc59122f664accf
monsters/ruins_wisp/directions/left.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/22_ruins_wisp_directions/left.png,22,b29791edf8a6150251531b88789198783713c93bda3b6dae6aa034f86a584641
monsters/ruins_wisp/master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/22_ruins_wisp_directions/master.png,22,4f5264e42d42f9797eca55470947878ddde1dbf3659b9a64a6e96a030012afcf
monsters/ruins_wisp/directions/right.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/22_ruins_wisp_directions/right.png,22,a83903e32384a8b23d5ce30a56d7ad4ff3561155122ad97cdec9050c25ebfd1c
references/kit_metadata/kit_23/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/23_copper_mole_directions/kit.json,23,a20dc88d542409ac83cd58a2d6492e7ab2aa8f83535215d6339e7a653710bda0
monsters\copper_mole/kit23_master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/23_copper_mole_directions/master.png,23,a899d0103e2415cb8964e0668fd1a50437424bdab3bebfb32a1c8c2124625980
monsters/crystal_beetle/directions/back.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/24_crystal_beetle_directions/back.png,24,839ca7dbb127aae5c27f34db83234718286a8076f389a615ba7acd2f85437ca0
monsters/crystal_beetle/directions/front.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/24_crystal_beetle_directions/front.png,24,49554e012c37cde4d903b7cbec5604cbc1ccd35dc2653147c7fbc2f2db02fa94
references/kit_metadata/kit_24/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/24_crystal_beetle_directions/kit.json,24,ef2beac9d2ea86f52ffa6906f85a1121cad50bc9fedfce081c8a936d7791fa89
monsters/crystal_beetle/directions/left.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/24_crystal_beetle_directions/left.png,24,7d7f68fc0ff1730b494618ac96a4bf7336bc6e05668830200f80149247a3cd8b
monsters/crystal_beetle/master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/24_crystal_beetle_directions/master.png,24,a6a83698b30259e50c697fe8f3ebadc3e6989ef02c7eb7d9b4bc8bd503c1cb20
monsters/crystal_beetle/directions/right.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/24_crystal_beetle_directions/right.png,24,5eff4ecbf9a3c8d7282f629259be40b3950368816795d224c62d3bb7a03fd4ef
references/kit_metadata/kit_25/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/25_hud_frames/kit.json,25,f194d752a614d2a106138484d9067388b30d7407e05073d7cbe983ba8ff7fe78
references/masters/ui/kit_25_hud_frames_master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/25_hud_frames/master.png,25,453a1ca0c23fddf53cbf9695f6ca4957d57ce58ba3915c65b164c74feef1fbf1
ui/map/minimap_frame.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/25_hud_frames/minimap_frame.png,25,870a91ebaea1db1ed465c0dd3240c25dbad6a6b9597398c4b80e4cbb993807ec
ui\hud/kit25_player_status.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/25_hud_frames/player_status.png,25,d828d224800d3bd61074cc91c553774c2a861758c630e311e1b007756f678847
ui/quests/quest_panel.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/25_hud_frames/quest_panel.png,25,9c0067b460ced4a7289f4033d4a64b8a04a4bab57fd12f170d34a314b6a01391
ui/target/target_bar.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/25_hud_frames/target_bar.png,25,20e0a653838a767cce77679db58e23af9a22fcc25c373d02f3cb0dbf16236039
ui/equipment/equipment.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/26_menu_frames/equipment.png,26,cbe6a0dab7b643104ed32f8cad003a514740826656fb60c928dd6bbf0fcc74c1
ui/inventory/inventory.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/26_menu_frames/inventory.png,26,76c7eeffbbb930f0ba417843827f04fec9e073f3ac5a2f58e89b7a62a61929d3
references/kit_metadata/kit_26/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/26_menu_frames/kit.json,26,b50904bc642acde4292fbeeebb5cc3d66bca9179e993d52a31edf2a30b0d98c9
references/masters/ui/kit_26_menu_frames_master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/26_menu_frames/master.png,26,c4dc7bb1dbf33d06b189d027cfa5f839b40863a8d5a4a65da456ab65811f9d0a
ui/skills/skills.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/26_menu_frames/skills.png,26,1c0005cca6aeff7abce8e741eefbb693718497a38abb1383867f56ab1fec5069
ui/skills/specialist.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/26_menu_frames/specialist.png,26,de8c779e26872091f461b81649fc31cc9932d7d7611c73e158357a1bdc69d54c
ui/touch/attack.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/27_touch_controls/attack.png,27,6cc736436b842ed8973d9fbed3bbc01c264a391bf5cde632a5a44ae931c203bd
ui/touch/bottom_tab.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/27_touch_controls/bottom_tab.png,27,f3f8d1f871ce3e07027db6660eb3d9bb5846225d52d1919ca83442fbabfa39db
ui/touch/item_slot.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/27_touch_controls/item_slot.png,27,d68adc4b561b17df01f7a6be2b86997ad4e91daad8e3ae925997e43d934dac70
references/kit_metadata/kit_27/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/27_touch_controls/kit.json,27,1bbc10695375cc33627b43df7b83ff0021365f411446dcb4693367247eb322ed
references/masters/ui/kit_27_touch_controls_master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/27_touch_controls/master.png,27,6cc3c2f07a265a627cc42b1b9b943c86ff5af280ad7cd065133978c2c1cb39bd
ui/skills/skill.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/27_touch_controls/skill.png,27,5e4020a466d461bd428fb222d9dc88a69b7dc0404182e931f958dd5fecb0e8fb
ui/raid/boss_health.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/28_raid_loot_ui/boss_health.png,28,f9d5634a1ce2e35b904eda379f6db25a02a4e9aa7c26a741d6d0d2cd0078b22a
references/kit_metadata/kit_28/kit.json,BRAMBLE_21_29.zip,BRAMBLE_21_29/28_raid_loot_ui/kit.json,28,f6e2f28b8b91e228d48fe1a2bc8ce1f39923b55b4b2f11074dbd9808986baa83
ui/raid/loot_reward.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/28_raid_loot_ui/loot_reward.png,28,f668be6f14aa1c98ba8ddfa8324bd738cf4513ba1fbdaa970af1a105d4734f42
references/masters/ui/kit_28_raid_loot_ui_master.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/28_raid_loot_ui/master.png,28,27f06f62b346bd6d1bf864ffb266ed18f66a5f8970f9d36a22df575a7fcf294d
ui/raid/raid_title.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/28_raid_loot_ui/raid_title.png,28,623e0353b4b3d4286b3f6cafccc1147e1c2cda02620de2330532273072e3cf87
ui/raid/results.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/28_raid_loot_ui/results.png,28,886cd7613253f96e41940cab3412a9691c2bd8af376c460300046b69af5ec480
ui/quests/dialogue.png,BRAMBLE_21_29.zip,BRAMBLE_21_29/29_world_system_ui/dialogue.png,29,e002645d5713d7e43d20a12295ca55093ec1e7bedff77b7758dffef79a5ed557
